;len;Скорость;Широта;Долгота;Вес мгновенный;Продольный наклон;Поперечный наклон;Высота;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;уклон;azimut;isin_border;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;nom_point;уровень давления впереди,МПа;уровень давления сзади,МПа;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
0;0.0;6.0;53.7277692;86.853734;213.0;-1.8440638757185155;-3.0649200966072216;-0.7547892720306466;;79.2;0.0;99.625;-0.0433363923727949;-1.012542061792597;0.0326297542571632;Груженный движется вперед;95;7530G;240;1271.5;34.0;59.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;0.1106944444444444;7.2;6.9;10.6;9.7;-3.0882667503621595;-0.4508839971891043;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
1;7.0;7.0;53.7277407;86.8538335;210.0;-2.2864876188291627;-2.2384319248938214;-0.3716475095785413;;79.6;7.280715860194183;43.1;-0.0999286224125624;-1.0166207810747423;0.040787192821454;Груженный движется вперед;95;7530G;240;1312.0;15.0;23.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;0.1585833333333333;9.4;8.0;7.6;12.5;-2.0343307878643433;-0.35632418960022383;0;9.715;6.7;9.9;9.9;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
2;15.0;8.0;53.7277176;86.8539384;209.0;-3.1237341868998447;-1.6033928120241008;-0.08093132920719026;;79.6;7.371803693181716;48.75;0.0183542367696543;-0.9901091057407974;0.0540430304884266;Груженный движется вперед;95;7530G;240;1304.0;17.0;27.5;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;0.2262916666666666;8.4;8.8;7.4;13.8;-1.191090552978764;-0.3106024762277717;0;6.7;9.715;9.9;14.355;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
3;25.0;5.0;53.727689;86.854089;210.0;-5.758231765671858;-1.1425212698996585;0.12460949012673106;;79.2;10.4170286534878;145.9125;-0.003059039461609;-0.9707351891506067;0.0978892627714897;Груженный движется вперед;95;7530G;240;1209.0;45.0;63.24999999999999;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;0.3884166666666666;6.6;11.5;11.9;8.4;-0.5397898773781686;-0.4508835822555546;0;6.7;11.725;9.9;14.355;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
4;29.0;10.0;53.7276719;86.8541487;219.0;6.025383508838666;-0.8385358104220937;0.25222516946654716;;78.8;4.368435786793827;243.075;-0.0520036708473539;-0.9839910268175792;-0.1040073416947078;Груженный движется вперед;95;7530G;240;1347.0;73.0;99.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;0.5909791666666666;4.2;6.6;12.6;10.6;-0.0616725927353059;-0.4442474929945357;0;6.7;6.7;9.9;14.355;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
5;41.0;9.0;53.7276269;86.8543085;215.0;0.7740608625014461;-0.6741549454930058;0.30916592985558244;;78.8;11.655887015286462;139.39999999999998;0.0662791883348628;-0.9788926277148976;-0.0132558376669725;Груженный движется вперед;95;7530G;240;1163.0;50.0;76.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;0.8233124999999999;8.1;7.5;11.5;13.9;0.26201746927707736;-0.713190576723095;0;6.7;6.7;9.9;14.355;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
6;54.0;12.0;53.7275489;86.8544609;213.0;0.34140097446839485;-0.632097187013994;0.30268199233716175;;79.2;13.271770328277892;97.9;-0.0907515040277353;-1.0227388599979603;-0.0061180789232181;Груженный движется вперед;95;7530G;240;1012.0;38.0;72.5;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;0.9320902777777776;7.6;7.3;10.7;9.4;0.45003647698623217;-1.3148841236452613;0;6.7;6.7;9.9;14.355;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
7;67.0;13.0;53.7274424;86.854508;217.0;2.5591127771559314;-0.6950810468866582;0.24002357795460894;;79.0;12.254831097727305;239.65;-0.0341592739879677;-0.980422147445702;-0.0438462322830631;Груженный движется вперед;95;7530G;240;1370.0;71.0;99.25;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;1.2649374999999998;7.1;8.3;10.5;13.6;0.5211405987194113;-1.7224993843993146;0;6.7;6.7;9.9;14.355;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
8;86.0;13.0;53.7272698;86.8544634;213.0;1.2666324156417519;-0.8458250370125961;0.12844090775124872;;78.8;19.437303191853857;124.55;-0.0020393596410726;-1.01458142143367;-0.0224329560517997;Груженный движется вперед;95;7530G;240;1233.5;38.0;51.5;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;1.3687291666666666;6.3;10.3;11.1;14.2;0.49408600280386716;-1.9277423169889696;0;6.7;9.715;9.9;14.355;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
9;103.0;13.0;53.7271313;86.8543761;220.0;1.9356431959333669;-1.0670476692934079;-0.02481579722959415;;78.0;16.455206546548755;43.400000000000006;0.0703579076170082;-0.9931681452024064;-0.0336494340776996;Груженный движется вперед;95;7530G;240;1094.0;23.0;52.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;1.4169513888888887;7.6;8.0;11.4;12.8;0.38762885756685117;-1.7894662257193557;0;6.7;9.715;9.9;14.355;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
10;117.0;11.0;53.7270083;86.8543299;213.0;-2.862070544037052;-1.3414674556306934;-0.21249631594459595;;78.4;14.026544385509524;157.25;0.0152951973080452;-0.9992862241256244;0.0499643112062812;Груженный движется вперед;95;7530G;240;1267.0;54.0;99.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;1.591673611111111;7.6;7.6;7.1;13.1;0.22052533133561614;-1.9249280575948378;0;6.7;9.715;9.9;14.355;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
11;133.0;16.0;53.7268718;86.8542446;214.0;-3.20158301539094;-1.65180290792605;-0.42735042735043155;;78.8;16.200648046167338;40.875;-0.0438462322830631;-1.0563882940756602;0.0591414295911083;Груженный движется вперед;95;7530G;240;1298.0;15.0;23.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;1.6484444444444444;8.0;9.8;9.1;10.4;0.011531592437413085;-2.1050442609487012;0;6.7;9.715;9.9;9.9;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
12;151.0;16.0;53.7267268;86.8540996;217.0;0.18088083635744032;-1.980772538081078;-0.6621279104037772;;79.2;18.75507535789821;39.1;-0.1019679820536351;-0.9635974304068522;-0.003059039461609;Груженный движется вперед;95;7530G;240;1299.0;14.0;22.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;1.6918888888888888;7.7;7.4;13.8;10.2;-0.2205961908005034;-2.1867904506711286;0;6.7;6.7;14.355;9.9;point_60%;1;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
13;169.0;18.0;53.7265965;86.8539437;215.0;-0.5238177043890951;-2.311094857997409;-0.9095785440613194;;79.2;17.77159192077458;39.75;-0.0948302233098807;-0.9992862241256244;0.0091771183848271;Груженный движется вперед;95;7530G;240;1299.0;14.0;23.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;1.7360555555555557;6.5;7.5;12.8;11.6;-0.4571018500508851;-2.526307157355949;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
14;191.0;19.0;53.7264861;86.8536797;213.0;-2.1520650962465555;-2.427802569938984;-1.2337164750958083;;79.6;21.292488989765392;40.55;-0.0683185479759355;-1.0288569389211788;0.0387478331803813;Груженный движется вперед;95;7530G;240;1299.0;15.0;23.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;1.781111111111111;7.9;8.6;11.9;7.9;-0.45628661894820577;-2.7884426101759514;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
15;214.0;16.0;53.7264147;86.8533523;212.0;-1.7124856170885316;-2.575639776481832;-1.5862068965517537;;79.6;22.981575347545856;40.1;-0.0632201488732537;-0.9870500662791885;0.0295707147955541;Груженный движется вперед;95;7530G;240;1299.0;14.0;23.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;1.8256666666666663;8.2;7.2;9.4;12.5;-0.3632714534430438;3.137981697492652;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;21.0;0;1;[53.726892359847156, 86.85321471472747];53.94041136832281;0;0;0.0;0.0
16;232.0;18.0;53.7264153;86.8530713;218.0;1.348724181383184;-2.534845205779578;-1.884291187739499;;79.6;18.50744154827796;144.5;-0.0285510349750178;-0.9523809523809524;-0.0224329560517997;Груженный движется вперед;95;7530G;240;1126.0;52.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;2.1869166666666664;8.1;5.2;6.7;14.6;-0.3803875654126342;2.51872109809573;0;6.7;6.7;9.9;14.355;point_30%;2;6.7;9.9;21.0;0;1;-;0.0;0;0;0.0;0.0
17;279.0;21.0;53.7266596;86.8524964;215.0;-0.11536264346879224;-2.4556648010215096;-2.1800766283525315;;79.2;46.61873565540106;79.975;-0.0254919955134087;-1.012542061792597;0.0020393596410727;Груженный движется вперед;95;7530G;240;901.0;31.0;60.5;792.0;32.0;792.0;33.0;860.0;46.0;848.0;43.0;12.0;45.0;832.0;46.0;2.275777777777777;6.5;7.2;11.2;10.8;-0.7728195278620452;2.2476632944762027;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;21.0;0;1;-;0.0;0;0;0.0;0.0
18;303.0;21.0;53.7268333;86.8522605;214.0;-0.6625434662253713;-2.6054191866317287;-2.5080459770115415;;78.8;24.805109862503844;15.45;-0.0387478331803813;-1.0574079738961966;0.0122361578464362;Груженный движется вперед;95;7530G;240;716.0;10.0;21.0;792.0;32.0;792.0;33.0;860.0;46.0;848.1052631578948;43.0;12.0;45.0;832.0;46.0;2.292944444444444;6.3;8.4;10.7;8.7;-0.33565816732204845;2.2027842440657732;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
19;330.0;22.0;53.7270278;86.8520198;218.0;-0.05976068642032906;-2.0766897882777835;-2.661302681992388;;78.8;26.835108373679937;34.325;-0.0387478331803813;-0.9768532680738248;0.0010196798205363;Груженный движется вперед;95;7530G;240;1336.0;11.0;14.5;792.0;32.0;792.0;33.0;860.0;46.0;848.2456140350878;43.0;12.0;45.0;832.0;46.0;2.331083333333333;6.6;7.4;8.8;11.2;-0.07651399047153484;2.1533266221674863;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
20;356.0;22.0;53.7272216;86.851804;215.0;0.6377269089279489;-2.308439640854459;-2.678927203065185;;78.8;25.83498227902537;147.025;-0.0504741511165494;-1.006423982869379;-0.0112164780258998;Груженный движется вперед;95;7530G;240;1121.5;53.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;848.3859649122808;43.0;12.0;45.0;832.0;46.0;2.535284722222222;6.3;7.5;11.5;7.6;0.13434996957006026;2.0693650554774594;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
21;388.0;22.0;53.7274749;86.8515709;212.0;0.11273326693660918;-2.433357436856223;-2.555555555555604;;78.8;32.10607063477607;148.45;-0.0723972672580809;-1.0339553380238604;-0.0020393596410727;Груженный движется вперед;95;7530G;240;1079.0;55.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;848.5263157894738;43.0;12.0;45.0;832.0;46.0;2.8651736111111106;7.3;6.9;10.9;12.1;0.49539525133253415;2.0462224333224297;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
22;448.0;23.0;53.727954;86.851154;212.5;-1.9309752431783682;-2.4636735026732;-2.2206896551724564;;79.0;59.98682450428279;128.4375;-0.0504741511165493;-0.951361272560416;0.032119914346895;Груженный движется вперед;95;7530G;240;1194.25;41.75;73.75;792.0;32.0;792.0;33.0;860.0;46.0;848.7368421052632;43.0;12.0;45.0;832.0;46.0;3.0792361111111104;8.2;9.5;14.4;11.5;0.7693239371919072;2.0951915053967607;0;6.7;9.715;14.355;9.9;point_30%;3;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
23;478.0;17.0;53.728187;86.8509262;216.0;-0.11259066288559129;-2.215966048981521;-1.7624521072797277;;79.2;29.96429959031954;184.35;-0.061180789232181;-1.0359946976649332;0.0020393596410727;Груженный движется вперед;95;7530G;240;1267.0;52.75;73.75;792.0;32.0;792.0;33.0;860.0;46.0;848.9473684210527;43.0;12.0;45.0;832.0;46.0;3.284069444444444;8.2;8.0;10.9;10.7;1.157457468886864;2.2105320881546406;0;6.7;6.7;14.355;9.9;point_30%;3;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
24;499.0;17.0;53.7283344;86.8507408;219.0;0.9927926908808097;-2.05805183916787;-1.1593869731800996;;78.8;20.45336799239989;244.2;-0.0015295197308045;-1.000305903946161;-0.0173345569491179;Груженный движется вперед;95;7530G;240;1348.0;73.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;849.0877192982457;43.0;12.0;45.0;832.0;46.0;3.6232361111111104;6.3;8.0;14.3;12.3;1.273574308470026;2.0842688213954617;0;6.7;6.7;14.355;9.9;point_30%;3;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
25;524.0;17.0;53.728531;86.8505534;218.0;5.515166983973817;-2.14846369832945;-0.4137931034482851;;78.0;25.125937758320934;436.55;0.0326297542571632;-0.99214846538187;-0.095849903130417;Груженный движется вперед;95;7530G;240;1800.0;98.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;849.2280701754387;43.0;12.0;45.0;832.0;46.0;3.987027777777777;4.6;6.1;8.2;12.3;1.363780873251093;2.083041805100409;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
26;544.0;18.0;53.7286885;86.8504037;218.0;4.089584977889132;-2.4635960615706134;0.4482758620689722;;77.6;20.114960331883907;422.8375000000001;-0.0081574385642908;-1.012542061792597;-0.0723972672580809;Груженный движется вперед;95;7530G;240;1825.0;90.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;849.4385964912282;43.0;12.0;45.0;832.0;46.0;4.5743020833333325;4.8;6.7;9.8;10.3;1.7331533390529257;2.1514102113392743;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
27;573.0;21.0;53.728907;86.8501614;219.0;3.2306888632972233;-2.7475333697832336;1.4643678160919795;;77.2;29.091005184079915;420.125;-0.0142755174875089;-1.011522381972061;-0.0571020699500356;Груженный движется вперед;95;7530G;240;1825.0;89.0;99.5;792.0;32.0;792.0;33.0;860.0;46.0;849.6491228070176;43.0;12.0;45.0;832.0;46.0;5.157809027777777;4.3;6.3;10.2;10.2;2.1079178937934326;2.190074237338232;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
28;603.0;21.0;53.7291276;86.8498956;214.0;1.0575129671614347;-2.9314956165813317;2.578544061302728;;77.2;30.157920248539703;367.05;-0.0795350260018354;-0.9911287855613338;-0.0183542367696543;Груженный движется вперед;95;7530G;240;1521.0;98.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;849.7894736842106;43.0;12.0;45.0;832.0;46.0;5.769559027777777;6.3;6.5;10.2;8.6;2.4336749412738072;1.9378689203763315;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;21.0
29;638.0;27.0;53.7294224;86.849704;217.0;1.4240613093027927;-2.980279808223446;3.731800766283593;;77.6;35.15983866243889;403.85;-0.0367084735393086;-1.0247782196390334;-0.0254919955134087;Груженный движется вперед;95;7530G;240;1829.0;85.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;849.9298245614036;43.0;12.0;45.0;832.0;46.0;6.330461805555554;5.5;7.0;10.5;9.7;2.713971999817021;1.9081388105391506;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;1;0;0.0;0.0
30;678.0;29.0;53.7297599;86.8495039;217.0;4.588952763912389;-2.8651611264397694;4.906513409961775;;77.6;39.81505564487764;258.875;-0.0601611094116447;-0.9890894259202612;-0.0795350260018354;Груженный движется вперед;95;7530G;240;1688.0;66.0;67.5;792.0;32.0;792.0;33.0;860.0;46.0;850.0701754385964;43.0;12.0;45.0;832.0;46.0;6.618100694444443;6.4;6.3;12.1;10.0;3.2121342574155083;1.760579088624758;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;1;0;0.0;0.0
31;713.0;29.0;53.7300691;86.8494035;220.0;2.347104425967231;-2.7723834961166722;6.2597701149426435;;77.6;35.04988637486565;185.275;-0.0428265524625267;-0.9941878250229428;-0.040787192821454;Груженный движется вперед;95;7530G;240;1447.0;59.0;73.5;792.0;32.0;792.0;33.0;860.0;46.0;850.2105263157894;43.0;12.0;45.0;832.0;46.0;6.823961805555554;7.1;7.9;10.0;12.6;3.550998201335363;1.8667024207022376;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;1;0;0.0;0.0
32;747.0;28.0;53.7303563;86.8492555;219.0;1.736529047275085;-2.8577457844169536;7.677394636015467;;78.0;33.42418057203598;426.5;-0.1396961354134801;-0.9992862241256244;-0.0305903946160905;Груженный движется вперед;95;7530G;240;1768.0;98.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;850.3508771929824;43.0;12.0;45.0;832.0;46.0;7.297850694444444;7.1;6.0;12.3;8.0;3.7813514271039184;1.6373522063041905;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;1;0;0.0;0.0
33;780.0;28.0;53.7306554;86.8492218;218.0;2.621299254382763;-2.8744436803731372;9.154789272030818;;78.0;33.37010626568324;402.35;-0.0744366268991536;-1.044152136229224;-0.0479249515652085;Груженный движется вперед;95;7530G;240;1830.0;85.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;850.4912280701753;43.0;12.0;45.0;832.0;46.0;7.74490625;6.0;6.2;11.1;9.4;4.058125529544697;1.5616953800962516;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
34;812.0;25.0;53.7309414;86.8492262;219.0;3.1600229842653875;-2.7429109397177496;10.730268199233914;;77.6;31.83923204126291;414.1;-0.0723972672580809;-1.050270215152442;-0.058121749770572;Груженный движется вперед;95;7530G;240;1827.0;88.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;850.6315789473683;43.0;12.0;45.0;832.0;46.0;8.089989583333333;5.8;6.5;10.8;10.0;4.298695237216995;1.5751936613937705;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
35;837.0;21.0;53.7311701;86.8492245;220.0;4.990563433796565;-2.679059507650999;12.327969348659233;;77.6;25.45944478374866;417.45;-0.0657693484245946;-0.9962271846640154;-0.087182624655858;Груженный движется вперед;95;7530G;240;1826.0;88.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;850.7719298245613;43.0;12.0;45.0;832.0;46.0;8.66978125;5.3;5.9;11.7;9.6;4.535063708248298;1.5392437957756264;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
36;858.0;14.0;53.7313594;86.8492346;219.0;5.404520686798998;-2.6135692871601486;13.935632183908304;;77.2;21.083630639108492;438.0;-0.0571020699500356;-1.011522381972061;-0.095849903130417;Груженный движется вперед;95;7530G;240;1821.0;93.0;99.5;792.0;32.0;792.0;33.0;860.0;46.0;850.9122807017543;43.0;12.0;45.0;832.0;46.0;9.156447916666666;4.8;4.6;9.3;10.2;4.609211736858632;1.4181172627177716;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
37;874.0;11.0;53.7314978;86.8492706;218.0;6.6637522010636046;-2.511791248553647;15.51724137931063;;77.2;15.588213958162363;417.0;-0.0520036708473539;-1.0023452635872336;-0.1172631793616804;Груженный движется вперед;95;7530G;240;1825.0;90.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;851.0526315789473;43.0;12.0;45.0;832.0;46.0;9.61978125;4.4;4.3;8.7;10.3;4.718404316573702;1.52647110233835;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
38;886.0;11.0;53.7316085;86.8492789;219.0;7.124716551932012;-2.262516953063136;17.0337164750961;;76.8;12.335392173381225;428.95;-0.0091771183848271;-0.9952075048434792;-0.1244009381054349;Груженный движется вперед;95;7530G;240;1823.0;92.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;851.1929824561403;43.0;12.0;45.0;832.0;46.0;10.09639236111111;4.3;4.4;8.0;10.7;4.868794800577222;1.549632307013831;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
39;898.0;11.0;53.7317147;86.8492827;219.0;6.057583107355714;-1.9942976063817;18.463601532567388;;76.0;11.824978309029913;427.6;0.0061180789232181;-0.9992862241256244;-0.1060467013357805;Груженный движется вперед;95;7530G;240;1823.0;91.0;100.0;792.0;32.0;792.0;33.0;860.0;46.0;851.3333333333333;43.0;12.0;45.0;832.0;46.0;10.452725694444444;4.1;4.8;7.9;11.3;5.344092387636575;1.6034597868933904;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
40;912.0;12.0;53.731836;86.849276;218.0;5.864653213974663;-1.6813888137137574;19.961685823755158;;76.0;13.51048944035752;428.95;0.0071377587437544;-1.012542061792597;-0.1040073416947078;Груженный движется вперед;95;7530G;240;1823.0;91.0;100.0;792.0;32.0;792.0;33.0;860.0;45.993506493506494;851.4736842105262;43.0;12.0;45.0;832.0;46.0;10.929336805555556;4.1;5.1;7.1;11.4;5.683980276273721;1.6924882631310405;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
41;928.0;14.0;53.7319845;86.8492453;218.0;4.898886877837243;-1.2853422056396615;21.52567049808469;;75.6;16.654389450012136;441.15;0.0091771183848271;-0.9992862241256244;-0.0856531049250535;Груженный движется вперед;95;7530G;240;1818.0;95.0;100.0;792.0;32.0;792.0;33.0;860.0;45.98484848484848;851.6140350877192;43.0;12.0;45.0;832.0;46.0;11.54204513888889;4.1;5.6;8.3;10.6;5.959155399783928;1.7142794799297096;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
42;947.0;16.0;53.7321491;86.8492051;218.0;5.451973071080488;-1.080978234789843;23.108812260536823;;75.6;18.51374757141949;441.2;-0.0285510349750178;-0.9931681452024064;-0.0948302233098807;Груженный движется вперед;95;7530G;240;1820.0;94.0;100.0;792.0;32.0;792.0;33.0;860.0;45.97619047619048;851.7543859649122;43.0;12.0;45.0;832.0;46.0;12.032267361111112;4.3;6.0;10.1;8.8;6.069189222620137;1.7550634509427185;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
43;967.0;17.0;53.7323243;86.8491499;218.0;4.286984651468215;-0.7750066627344587;24.664367816092412;;76.0;19.839371193104967;441.15;-0.0489446313857448;-1.0054043030488429;-0.07545630671969;Груженный движется вперед;95;7530G;240;1818.0;95.0;100.0;792.0;32.0;792.0;33.0;860.0;45.96753246753247;851.8947368421052;43.0;12.0;45.0;832.0;46.0;12.52243402777778;5.2;4.9;8.5;10.3;6.091469037653628;1.9593441535588543;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
44;985.0;15.0;53.7324756;86.8490452;219.0;5.518980134816098;-0.4995070691928972;26.19003831417673;;76.0;18.19951795120978;441.0;-0.0336494340776996;-1.012542061792597;-0.0978892627714897;Груженный движется вперед;95;7530G;240;1820.0;94.0;100.0;792.0;32.0;792.0;33.0;860.0;45.95887445887446;852.0;43.0;12.0;45.0;832.0350877192982;46.0;13.01243402777778;4.9;5.1;8.2;11.5;6.337472160106208;2.104360106529069;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
45;1003.0;14.0;53.7326165;86.8489045;220.0;6.683606588863176;-0.21902695280429596;27.815325670498602;;75.6;18.217411468093022;440.95;0.0275313551544814;-1.0003059039461608;-0.1172631793616804;Груженный движется вперед;95;7530G;240;1819.0;95.0;100.0;792.0;32.0;792.0;33.0;860.0;45.950216450216445;852.0;43.0;12.0;45.0;832.0818713450292;46.0;13.502378472222224;4.5;5.0;7.3;11.5;6.4190127043525935;2.0226440538953234;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
46;1017.0;11.0;53.732729;86.8488122;219.0;6.178896944790823;-0.38876434828900874;29.445977011494797;;75.6;13.92071574607478;438.925;0.0265116753339451;-1.0074436626899157;-0.1091057407973896;Груженный движется вперед;95;7530G;240;1820.0;94.0;100.0;792.0;32.0;792.0;33.0;860.0;45.94155844155844;852.0;43.0;12.0;45.0;832.1286549707602;46.0;13.99007291666667;4.0;5.0;7.3;11.5;6.437383308198107;2.2877025954416004;0;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
