;len;Скорость;Широта;Долгота;Вес мгновенный;Продольный наклон;Поперечный наклон;Высота;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;уклон;azimut;isin_border;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;nom_point;уровень давления впереди,МПа;уровень давления сзади,МПа;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;рекомендованная скорость_min;рекомендованная скорость_max
208;5897.0;19.0;53.7557574;86.862727;214.0;-0.05855316410156326;-3.1628289927391107;134.10651340996415;;76.8;19.74778152098505;131.2;-0.095849903130417;-0.9931681452024064;0.0010196798205363;Груженный движется вперед;95;7530G;240;1066.0;51.0;100.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;61.60429166666668;7.5;6.2;8.7;11.3;-0.23897359186749137;-0.6284072188966614;1;6.7;6.7;9.9;9.9;-;0;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
209;5919.0;20.0;53.755642;86.8629956;213.0;1.528701336665503;-3.135731079879207;134.20613026820172;;76.8;21.85302435342137;139.5;-0.1376567757724074;-0.945243193637198;-0.0254919955134087;Груженный движется вперед;95;7530G;240;1072.5;52.0;99.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;61.87554166666668;8.8;7.4;14.5;11.2;-0.2434921551147549;-1.0180761973061134;1;9.715;6.7;14.355;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
210;5965.0;18.0;53.7552912;86.8633616;213.0;-4.109490145071733;-2.938033837438891;134.29425287356568;;77.6;45.883556854925565;45.35;-0.0224329560517997;-1.0003059039461608;0.0718874273478127;Груженный движется вперед;95;7530G;240;1299.0;16.0;26.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;61.92593055555557;7.2;7.6;10.0;11.9;-0.16948982187028827;-0.9107819073520753;1;6.7;6.7;14.355;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
211;5985.0;15.0;53.7551473;86.8635505;214.0;-1.6294005931495543;-2.9782836840932703;134.36321839080708;;77.6;20.27780537116076;47.425;0.0479249515652085;-0.9666564698684612;0.0275313551544814;Груженный движется вперед;95;7530G;240;1193.0;17.0;27.5;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;61.97862500000001;7.4;8.6;13.8;14.8;-0.0032601030109531415;-0.9591258206555557;1;6.7;6.7;14.355;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
212;6003.0;15.0;53.7550185;86.8637033;217.0;-3.0228237916401017;-2.8544312177375253;134.51800766283773;;77.2;17.51356948595218;49.5;-0.0601611094116447;-0.9635974304068522;0.0509839910268175;Груженный движется вперед;95;7530G;240;1283.0;18.0;29.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;62.04737500000001;7.5;8.8;9.4;15.3;0.06207951863329114;-0.8309731449487683;1;6.7;9.715;9.9;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
213;6020.0;14.0;53.7549078;86.8638742;219.0;0.22858368138405014;-2.6232047286401645;134.6413793103473;;77.2;16.68489948985086;113.2625;-0.1172631793616804;-1.015601101254206;-0.0040787192821454;Груженный движется вперед;95;7530G;240;1131.5;38.5;64.5;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;62.17322222222223;8.7;7.0;10.2;11.9;0.004746574039728555;-0.7962178406346627;1;6.7;6.7;9.9;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
214;6038.0;14.0;53.7547921;86.8640657;215.0;3.0181180129979728;-2.749800907778596;134.7287356321864;;77.2;18.020959090882023;177.025;-0.0509839910268175;-0.9656367900479248;-0.0509839910268175;Груженный движется вперед;95;7530G;240;1218.0;59.0;100.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;62.36991666666668;6.5;8.1;11.3;13.5;0.009220853199700688;-1.0429795761097629;1;6.7;6.7;9.9;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
215;6054.0;15.0;53.7546632;86.8641928;217.0;-1.2253884998611082;-2.6118495747635246;134.77547892720557;;78.0;16.60976158851948;142.075;0.0020393596410727;-0.9534006322014889;0.020393596410727;Груженный движется вперед;95;7530G;240;1217.5;47.0;70.5;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;62.527777777777786;7.1;8.4;14.5;11.4;0.161461573490274;-1.1118648999635719;0;6.7;6.7;14.355;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
216;6073.0;16.0;53.7545098;86.864321;215.0;-0.05689343890123282;-2.12332480578613;134.7770114942554;;76.8;19.047617411927884;229.675;-0.0122361578464362;-1.026817579280106;0.0010196798205363;Груженный движется вперед;95;7530G;240;1276.0;73.0;99.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;62.78297222222223;7.3;7.6;9.8;10.3;0.1239847714539335;-1.0622712916220358;0;6.7;6.7;14.355;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
217;6095.0;18.0;53.7543385;86.8644825;216.0;1.8682810621572226;-1.8763327331781183;134.79540229885308;;76.4;21.831865154884127;355.4;-0.0020393596410727;-1.047211175690833;-0.0341592739879677;Груженный движется вперед;95;7530G;240;1509.0;97.0;100.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;63.17786111111111;6.5;7.0;8.4;11.6;0.05025968645942791;-1.1629864473402254;0;6.7;6.7;14.355;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
218;6117.0;18.0;53.754161;86.8646122;216.0;-0.8471860051245175;-1.7484302862410355;134.78160919540477;;76.4;21.52474582947173;155.275;-0.0285510349750178;-1.0339553380238604;0.0152951973080452;Груженный движется вперед;95;7530G;240;1096.0;55.0;86.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;63.350388888888894;6.5;8.0;13.7;9.2;0.24741021698151716;-1.0537849334038074;0;6.7;6.7;14.355;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
219;6137.0;16.0;53.7540044;86.8647628;212.0;1.6848798654058021;-1.6637262631582073;134.9044250768388;;76.0;20.053964451815872;203.35;-0.0438462322830631;-1.0737228510247785;-0.0316100744366268;Груженный движется вперед;95;7530G;240;1253.0;64.0;99.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;63.51984722222223;6.0;7.3;11.7;11.5;0.38185907831880517;-1.2115288480942934;0;6.7;6.7;14.355;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
220;6153.0;17.0;53.7538635;86.8648523;219.0;4.419891692176106;-1.597422443473882;135.02459545562988;;76.4;16.754901147242286;56.6;-0.0805547058223717;-1.0390537371265425;-0.0805547058223717;Груженный движется вперед;95;7530G;240;1307.0;18.0;19.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;63.59845833333333;7.3;7.9;13.9;15.6;0.5022676582665281;-1.2561392715039985;0;6.7;6.7;14.355;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
221;6171.0;14.0;53.7537149;86.8649341;217.0;0.6335446231778978;-1.5487907874444047;135.1371591371591;;76.4;17.3964755256094;126.025;-0.0397675130009177;-1.0135617416131335;-0.0112164780258998;Груженный движется вперед;95;7530G;240;950.0;52.0;100.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;63.73848611111111;8.0;8.1;12.8;12.3;0.6014425697729261;-0.8819833276494027;0;6.7;6.7;9.9;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
222;6186.0;14.0;53.7536079;86.8650831;218.0;1.5710085395409563;-1.517103255326154;135.23715492681006;;76.4;15.429223897431283;141.95;-0.0010196798205363;-0.9666564698684612;-0.0265116753339451;Груженный движется вперед;95;7530G;240;1073.0;54.0;100.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;63.89620833333333;8.1;8.0;12.6;13.9;0.6721904257862423;-0.5943316126411884;0;6.7;6.7;9.9;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
223;6202.0;14.0;53.7535275;86.8652843;216.0;-0.3196810086838561;-1.5016318073755084;135.31962162996643;;76.4;15.983816867200789;121.9;-0.0550627103089629;-1.0951361272560416;0.0061180789232181;Груженный движется вперед;95;7530G;240;1023.0;50.0;100.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;64.06551388888889;9.6;10.1;11.5;10.5;0.7073178392547209;-0.2391087941856591;0;9.715;9.715;9.9;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
224;6220.0;10.0;53.7534888;86.8655528;216.0;-1.3803330361822401;-1.501648403848845;135.37959805201186;;76.8;18.19017387066911;67.9125;0.0056082390129499;-1.015601101254206;0.0244723156928724;Груженный движется вперед;95;7530G;240;1137.0;29.0;57.75;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;64.19756597222222;6.3;9.1;10.1;9.3;0.699631423126603;0.4234310593243036;0;6.7;9.715;9.9;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
225;6246.0;7.0;53.7535818;86.8659018;212.0;-2.3145506742586006;-1.516425005002544;135.41212299832992;;77.6;25.1963334711166;13.925;-0.0285510349750178;-1.0339553380238604;0.0418068726419904;Груженный движется вперед;95;7530G;240;730.0;8.0;15.5;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;64.21690625;8.5;9.5;11.4;13.5;0.6419377903501328;1.669578581596725;0;6.7;9.715;9.9;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
226;6255.0;3.0;53.7536695;86.8658871;209.0;1.204056485363254;-1.5452335710929814;135.4122352743043;;78.0;9.810711982618066;40.0475;-0.0336494340776996;-0.9697155093300704;-0.020393596410727;Груженный движется вперед;95;7530G;240;1095.0;20.0;40.85;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;64.26140347222221;8.2;9.7;10.4;10.5;0.5270435538735556;1.5898668418659572;0;6.7;9.715;9.9;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
227;6258.0;0.0;53.7536943;86.8658863;212.0;-0.4067047936125829;-1.587346062376537;135.37497368531857;;78.0;2.652096349739853;101.68416666666668;-0.0163148771285816;-1.0054043030488429;0.0071377587437544;Груженный движется назад;95;7530G;240;819.0;48.0;100.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;64.34614027777776;6.9;7.4;8.8;10.1;0.34775532664511;-2.104762864127078;0;6.7;6.7;9.9;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
228;6259.0;3.0;53.7536913;86.86588330000001;216.5;-2.3067373330919425;-1.642034439109588;135.29537703675643;;77.6;0.2327830191649247;94.94375;-0.0015295197308045;-1.012542061792597;0.040787192821454;Груженный стоит;95;7530G;240;1224.0;31.5;53.5;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;64.50437986111109;7.4;8.7;10.5;10.0;0.0968797216130427;-1.529425634393268;0;6.7;6.7;9.9;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
229;6269.0;7.0;53.7535956;86.86589;221.0;1.4268316700849855;-1.7085706615485137;135.1684841340015;;77.2;10.565115328493633;108.825;-0.0876924645661262;-1.0196798205363515;-0.0254919955134087;Груженный движется назад;95;7530G;240;875.0;48.0;100.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;64.62529652777776;7.2;5.6;9.0;10.9;-0.23277664827440303;-1.6863041871595525;0;6.7;6.7;9.9;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
230;6277.0;5.0;53.7535319;86.8658775;224.0;1.84329510118413;-1.7862266899496908;134.9893337824374;;76.8;7.138741416189229;123.7;-0.0224329560517997;-0.9819516671765066;-0.0316100744366268;Груженный движется назад;95;7530G;240;979.0;50.0;100.0;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;64.79710208333331;5.9;8.1;12.2;8.5;-0.6484071700689867;-0.9876526176335694;0;6.7;6.7;9.9;9.9;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
231;6282.0;2.0;53.7534956;86.865918;230.0;-1.6758482025490358;-1.8742744845694999;134.75296478744775;;76.8;4.899071048829676;129.495;-0.020393596410727;-1.0105027021515245;0.0295707147955541;Груженный стоит;95;7530G;240;1270.0;38.5;60.49999999999999;792.0;36.0;788.0;33.0;856.0;45.0;856.0;42.0;12.0;45.0;836.0;46.0;64.94098541666665;10.5;11.1;10.3;12.9;-1.1572052308224636;1.5707963267948966;0;9.715;11.725;9.9;14.355;point_60%;12;6.7;9.9;0.0;0;0;-;0.0;0;0;0.0;0.0
